transaction_id,timestamp,amount,merchant_id,customer_id,transaction_type,country,device_id,ip_address,merchant_category,hour_of_day,is_fraud
T0000973,2015-01-11 02:07:00,1.58,M0137,C0078,deposit,US,D0919,192.168.107.86,entertainment,2,0
T0000974,2015-06-22 13:44:00,500.17,M0045,C0787,transfer,DE,D0489,192.168.72.129,technology,13,0
T0000975,2018-07-23 02:38:00,377.04,M0356,C0007,withdrawal,CN,D1907,192.168.35.229,travel,2,0
T0000976,2022-08-07 15:46:00,274.83,M0033,C0116,withdrawal,US,D0018,192.168.18.55,technology,15,0
T0000977,2018-07-16 17:15:00,80.87,M0342,C0395,transfer,JP,D0560,192.168.110.1,retail,17,0
T0000978,2023-01-09 04:19:00,71.94,M0152,C0653,withdrawal,UK,D0452,192.168.36.82,entertainment,4,0
T0000979,2023-02-14 17:48:00,57.97,M0396,C0381,deposit,JP,D0876,192.168.242.44,travel,17,0
T0000980,2018-06-15 19:21:00,647.89,M0310,C0969,payment,JP,D1993,192.168.4.194,retail,19,0
T0000981,2024-02-07 11:47:00,346.37,M0264,C0719,payment,ES,D2983,192.168.219.126,entertainment,11,0
T0000982,2021-08-16 16:09:00,44.18,M0134,C0776,payment,IT,D0499,192.168.90.254,technology,16,0
T0000983,2024-09-17 19:02:00,1248.94,M0099,C0693,payment,JP,D1247,192.168.110.49,technology,19,0
T0000984,2020-11-09 12:38:00,78.68,M0470,C0852,transfer,CN,D1557,192.168.244.122,retail,12,0
T0000985,2021-09-26 13:16:00,28.9,M0116,C0666,withdrawal,ES,D2192,192.168.177.206,technology,13,0
T0000986,2022-01-19 12:55:00,410.65,M0013,C0240,payment,CN,D1615,192.168.114.5,retail,12,0
T0000987,2023-08-17 07:00:00,509.53,M0343,C0755,deposit,US,D0535,192.168.135.249,travel,7,0
T0000988,2019-12-09 23:15:00,348.58,M0333,C0260,withdrawal,JP,D1280,192.168.188.250,technology,23,0
T0000989,2023-09-24 20:59:00,69.53,M0229,C0355,payment,ES,D2079,192.168.43.170,travel,20,0
T0000990,2018-08-16 20:04:00,19.14,M0008,C0488,payment,ES,D0714,192.168.222.33,technology,20,0
T0000991,2017-08-05 15:42:00,203.67,M0071,C0576,transfer,UK,D0902,192.168.104.224,restaurant,15,0
T0000992,2022-12-04 23:43:00,434.18,M0094,C0118,transfer,DE,D2036,192.168.177.193,technology,23,0
T0000993,2024-04-11 22:13:00,120.42,M0026,C0050,withdrawal,US,D1599,192.168.145.195,entertainment,22,0
T0000994,2020-07-15 11:25:00,140.52,M0449,C0830,transfer,CN,D0241,192.168.209.122,retail,11,0
T0000995,2018-04-05 14:13:00,15.05,M0461,C0605,payment,IT,D0109,192.168.222.143,travel,14,0
T0000996,2020-12-02 02:08:00,321.89,M0444,C0964,deposit,UK,D0492,192.168.13.128,entertainment,2,0
T0000997,2017-10-08 04:04:00,652.39,M0103,C0171,transfer,IT,D1150,192.168.69.53,technology,4,0
T0000998,2018-04-01 16:54:00,282.25,M0319,C0077,deposit,FR,D0592,192.168.0.161,restaurant,16,0
T0000999,2015-03-16 04:48:00,263.72,M0389,C0818,payment,FR,D1002,192.168.102.8,technology,4,0
T0001000,2019-01-16 12:19:00,181.79,M0192,C0253,transfer,ES,D0439,192.168.13.252,retail,12,0
T0001001,2017-03-04 21:37:00,54.01,M0361,C0239,transfer,CN,D1662,192.168.237.202,restaurant,21,0
T0001002,2015-11-06 17:20:00,295.53,M0050,C0442,payment,ES,D0148,192.168.29.246,retail,17,0
T0001003,2023-08-13 15:15:00,129.52,M0086,C0449,withdrawal,UK,D0314,192.168.118.149,technology,15,0
T0001004,2015-12-17 04:57:00,263.65,M0166,C0580,payment,FR,D1036,192.168.99.169,travel,4,0
T0001005,2015-05-10 10:11:00,365.33,M0204,C0159,transfer,ES,D1820,192.168.113.105,entertainment,10,0
T0001006,2021-11-05 08:20:00,340.45,M0459,C0134,transfer,US,D0628,192.168.35.78,entertainment,8,0
T0001007,2023-03-17 18:05:00,1072.95,M0428,C0271,transfer,JP,D1277,192.168.50.84,entertainment,18,0
T0001008,2018-04-19 20:02:00,219.17,M0352,C0441,deposit,IT,D2816,192.168.241.228,retail,20,0
T0001009,2023-03-19 00:58:00,73.39,M0044,C0229,transfer,US,D1177,192.168.141.11,entertainment,0,0
T0001010,2015-09-08 01:47:00,87.11,M0442,C0650,withdrawal,FR,D2528,192.168.178.213,travel,1,0
T0001011,2021-11-15 16:26:00,34.43,M0175,C0645,withdrawal,ES,D1207,192.168.55.238,entertainment,16,0
T0001012,2023-12-28 09:37:00,492.84,M0030,C0700,transfer,FR,D0520,192.168.186.242,technology,9,0
T0001013,2016-05-21 13:07:00,149.41,M0189,C0361,transfer,IT,D2155,192.168.188.121,retail,13,0
T0001014,2016-11-27 13:07:00,228.76,M0198,C0538,deposit,FR,D0033,192.168.214.183,technology,13,0
T0001015,2019-09-12 23:10:00,689.19,M0003,C0184,transfer,FR,D2524,192.168.147.154,entertainment,23,0
T0001016,2018-06-23 05:18:00,756.26,M0134,C0724,payment,JP,D1568,192.168.184.174,travel,5,0
T0001017,2021-10-08 18:48:00,59.81,M0232,C0848,deposit,US,D1459,192.168.49.160,restaurant,18,0
T0001018,2022-06-01 19:33:00,409.67,M0177,C0683,withdrawal,JP,D0238,192.168.242.124,restaurant,19,0
T0001019,2020-04-03 04:03:00,196.01,M0238,C0278,payment,CN,D0126,192.168.183.44,entertainment,4,0
T0001020,2024-12-01 21:15:00,62.47,M0260,C0874,transfer,CN,D1533,192.168.77.187,entertainment,21,0
T0001021,2019-03-03 14:44:00,95.53,M0092,C0201,withdrawal,FR,D0194,192.168.100.99,travel,14,0
T0001022,2018-07-24 07:12:00,16.12,M0093,C0862,payment,FR,D2252,192.168.68.136,entertainment,7,0
T0001023,2015-05-19 12:32:00,124.37,M0264,C0939,transfer,UK,D1864,192.168.132.227,retail,12,0
T0001024,2022-01-10 15:35:00,41.89,M0027,C0763,deposit,ES,D1992,192.168.207.77,restaurant,15,0
T0001025,2021-03-18 09:42:00,690.28,M0165,C0604,withdrawal,IT,D2736,192.168.7.212,entertainment,9,0
T0001026,2019-08-12 10:14:00,10.9,M0294,C0349,transfer,JP,D2170,192.168.31.79,entertainment,10,0
T0001027,2017-01-04 10:58:00,540.56,M0314,C0413,withdrawal,FR,D0884,192.168.19.3,retail,10,0
T0001028,2022-02-28 20:51:00,322.73,M0138,C0987,transfer,IT,D2701,192.168.162.234,travel,20,0
T0001029,2022-06-10 07:57:00,1058.78,M0101,C0975,deposit,JP,D2343,192.168.60.51,entertainment,7,0
T0001030,2016-09-04 18:16:00,75.85,M0460,C0239,deposit,DE,D1013,192.168.55.79,travel,18,0
T0001031,2018-08-14 01:29:00,446.46,M0428,C0705,withdrawal,FR,D0905,192.168.87.208,entertainment,1,0
T0001032,2016-11-24 14:36:00,107.15,M0147,C0417,withdrawal,IT,D2049,192.168.125.251,entertainment,14,0
T0001033,2022-03-12 21:26:00,127.67,M0166,C0985,payment,US,D1439,192.168.131.18,travel,21,0
T0001034,2023-06-08 09:35:00,783.36,M0069,C0862,deposit,CN,D1656,192.168.37.37,technology,9,0
T0001035,2021-07-28 12:03:00,589.79,M0231,C0508,payment,FR,D1940,192.168.17.186,retail,12,0
T0001036,2016-05-19 05:57:00,373.32,M0489,C0047,deposit,FR,D2148,192.168.108.195,entertainment,5,0
T0001037,2017-05-15 22:54:00,25.61,M0491,C0187,withdrawal,UK,D1133,192.168.141.175,restaurant,22,0
T0001038,2016-05-07 15:37:00,244.06,M0404,C0421,deposit,FR,D2524,192.168.28.190,technology,15,0
T0001039,2015-09-03 20:57:00,345.03,M0209,C0789,transfer,UK,D0277,192.168.189.31,restaurant,20,0
T0001040,2015-02-01 10:37:00,147.7,M0338,C0298,withdrawal,FR,D0241,192.168.102.78,retail,10,0
T0001041,2017-09-12 22:14:00,99.92,M0389,C0365,withdrawal,JP,D0438,192.168.33.18,restaurant,22,0
T0001042,2016-08-26 23:14:00,293.44,M0271,C0888,deposit,UK,D2383,192.168.84.253,technology,23,0
T0001043,2021-10-26 08:59:00,16.0,M0489,C0076,transfer,CN,D2010,192.168.214.169,entertainment,8,0
T0001044,2016-03-10 22:55:00,217.55,M0251,C0188,withdrawal,JP,D0732,192.168.158.12,restaurant,22,0
T0001045,2018-12-08 03:51:00,3.08,M0118,C0437,payment,FR,D2950,192.168.186.183,travel,3,0
T0001046,2022-03-28 23:47:00,644.37,M0290,C0640,payment,CN,D2968,192.168.84.224,travel,23,0
T0001047,2019-02-08 09:07:00,293.54,M0347,C0320,withdrawal,CN,D2506,192.168.122.132,entertainment,9,0
T0001048,2018-05-11 22:09:00,7.96,M0246,C0793,transfer,FR,D0056,192.168.201.96,travel,22,0
T0001049,2021-01-26 20:47:00,486.44,M0395,C0188,transfer,US,D1837,192.168.72.34,restaurant,20,0
T0001050,2019-06-03 10:26:00,42.54,M0129,C0763,payment,DE,D0975,192.168.53.138,retail,10,0
T0001051,2018-05-25 18:01:00,30.84,M0475,C0623,deposit,FR,D0017,192.168.86.57,retail,18,0
T0001052,2020-12-24 17:03:00,337.58,M0282,C0797,withdrawal,ES,D2206,192.168.48.6,retail,17,0
T0001053,2018-12-10 08:12:00,594.24,M0350,C0910,transfer,DE,D2809,192.168.141.208,entertainment,8,0
T0001054,2020-03-26 22:12:00,322.21,M0244,C0355,withdrawal,IT,D2222,192.168.174.211,restaurant,22,0
T0001055,2024-08-06 13:25:00,491.04,M0470,C0614,deposit,UK,D2570,192.168.108.199,entertainment,13,0
T0001056,2018-10-18 17:47:00,29.06,M0237,C0393,transfer,DE,D1177,192.168.139.195,restaurant,17,0
T0001057,2017-12-20 19:16:00,64.91,M0284,C0565,withdrawal,UK,D1697,192.168.179.61,retail,19,0
T0001058,2018-07-15 11:48:00,130.3,M0277,C0502,withdrawal,UK,D1215,192.168.17.204,retail,11,0
T0001059,2024-01-16 16:14:00,81.46,M0036,C0812,transfer,CN,D0020,192.168.253.17,travel,16,0
T0001060,2015-08-05 18:57:00,263.45,M0057,C0536,payment,DE,D0841,192.168.63.89,retail,18,0
T0001061,2020-06-23 02:30:00,12.65,M0112,C0435,payment,JP,D1224,192.168.131.217,technology,2,0
T0001062,2023-10-16 19:27:00,205.8,M0454,C0399,deposit,IT,D0162,192.168.77.44,retail,19,0
T0001063,2019-06-12 08:10:00,58.52,M0100,C0796,deposit,JP,D0751,192.168.250.41,entertainment,8,0
T0001064,2016-09-05 22:21:00,173.85,M0467,C0483,payment,US,D0771,192.168.200.176,restaurant,22,0
T0001065,2021-02-22 14:01:00,17.71,M0366,C0835,withdrawal,JP,D0402,192.168.224.183,restaurant,14,0
T0001066,2018-04-26 06:29:00,0.12,M0335,C0847,deposit,JP,D2118,192.168.92.226,entertainment,6,0
T0001067,2016-03-22 17:25:00,10.3,M0370,C0724,withdrawal,UK,D0369,192.168.140.9,restaurant,17,0
T0001068,2015-03-26 17:47:00,51.65,M0059,C0484,payment,ES,D2644,192.168.133.101,restaurant,17,0
T0001069,2016-01-10 12:40:00,34.78,M0364,C0535,transfer,DE,D0400,192.168.134.218,restaurant,12,0
T0001070,2017-01-01 23:18:00,376.14,M0322,C0544,deposit,DE,D1333,192.168.39.177,travel,23,0
T0001071,2015-11-09 14:30:00,29.38,M0105,C0983,transfer,IT,D1529,192.168.47.251,restaurant,14,0
T0001072,2024-09-06 12:47:00,148.23,M0218,C0047,transfer,ES,D0240,192.168.136.141,restaurant,12,0
T0001073,2020-06-21 11:40:00,2.87,M0442,C0302,payment,IT,D0860,192.168.52.17,travel,11,0
T0001074,2020-06-13 19:37:00,100.89,M0025,C0052,payment,UK,D1822,192.168.23.45,entertainment,19,0
T0001075,2024-07-20 12:53:00,68.36,M0390,C0757,withdrawal,IT,D2162,192.168.128.34,restaurant,12,0
T0001076,2023-07-03 18:31:00,208.69,M0314,C0777,deposit,CN,D2204,192.168.56.210,restaurant,18,0
T0001077,2021-08-05 15:08:00,182.69,M0410,C0055,deposit,IT,D1786,192.168.195.9,restaurant,15,0
T0001078,2016-06-11 18:56:00,52.36,M0438,C0607,withdrawal,CN,D0403,192.168.205.96,technology,18,0
T0001079,2016-11-15 05:57:00,1818.17,M0423,C0069,deposit,UK,D2999,192.168.146.188,travel,5,0
T0001080,2021-12-16 04:41:00,8.04,M0057,C0399,deposit,JP,D2191,192.168.179.72,travel,4,0
T0001081,2022-02-28 09:31:00,51.1,M0030,C0426,withdrawal,ES,D1463,192.168.93.1,technology,9,0
T0001082,2015-04-04 12:15:00,143.15,M0155,C0999,deposit,FR,D1232,192.168.22.23,travel,12,0
T0001083,2016-11-23 03:43:00,70.87,M0378,C0727,payment,IT,D2896,192.168.185.52,entertainment,3,0
T0001084,2019-11-09 13:02:00,428.63,M0332,C0530,deposit,FR,D1181,192.168.160.177,restaurant,13,0
T0001085,2018-05-20 12:59:00,144.99,M0155,C0672,withdrawal,US,D0787,192.168.173.137,restaurant,12,0
T0001086,2016-09-10 20:46:00,33.93,M0023,C0228,payment,IT,D0431,192.168.38.251,travel,20,0
T0001087,2020-10-04 03:01:00,40.87,M0278,C0725,withdrawal,IT,D0529,192.168.211.243,travel,3,0
T0001088,2022-06-26 14:25:00,1529.45,M0007,C0799,deposit,JP,D0979,192.168.98.105,technology,14,0
T0001089,2018-05-15 21:49:00,1616.15,M0326,C0152,deposit,UK,D0670,192.168.249.232,travel,21,0
T0001090,2021-09-16 20:43:00,177.99,M0421,C0096,withdrawal,CN,D1504,192.168.61.129,restaurant,20,0
T0001091,2024-09-19 20:53:00,152.96,M0496,C0503,transfer,JP,D2218,192.168.122.113,travel,20,0
T0001092,2017-06-19 09:06:00,4.66,M0097,C0401,withdrawal,JP,D2976,192.168.160.163,retail,9,0
T0001093,2022-09-07 04:11:00,454.78,M0270,C0827,payment,ES,D1889,192.168.80.137,entertainment,4,0
T0001094,2016-09-20 11:41:00,79.33,M0200,C0130,deposit,ES,D1663,192.168.241.160,entertainment,11,0
T0001095,2020-03-15 21:47:00,25.58,M0216,C0162,payment,CN,D1354,192.168.191.221,travel,21,0
T0001096,2019-09-05 16:20:00,386.1,M0392,C0686,payment,IT,D1889,192.168.142.107,restaurant,16,0
T0001097,2021-09-10 01:05:00,347.13,M0068,C0987,transfer,IT,D2734,192.168.79.184,technology,1,0
T0001098,2020-02-27 13:21:00,34.8,M0164,C0714,withdrawal,UK,D0861,192.168.99.77,retail,13,0
T0001099,2022-05-05 22:05:00,8.92,M0389,C0933,withdrawal,FR,D1528,192.168.157.242,entertainment,22,0
T0001100,2024-02-21 03:26:00,67.9,M0434,C0435,transfer,FR,D1825,192.168.172.171,travel,3,0
T0001101,2019-08-02 12:21:00,36.47,M0198,C0946,payment,UK,D0737,192.168.61.97,retail,12,0
T0001102,2015-02-17 09:33:00,1186.84,M0344,C0485,payment,US,D2877,192.168.49.13,retail,9,0
T0001103,2024-12-09 18:24:00,250.88,M0067,C0257,transfer,CN,D1520,192.168.53.239,retail,18,0
T0001104,2016-07-12 21:56:00,39.58,M0393,C0061,withdrawal,UK,D2091,192.168.231.237,technology,21,0
T0001105,2021-05-21 15:34:00,240.53,M0068,C0273,deposit,ES,D0066,192.168.152.73,technology,15,0
T0001106,2016-06-23 12:13:00,343.34,M0210,C0904,transfer,IT,D2701,192.168.109.27,entertainment,12,0
T0001107,2023-07-19 08:58:00,59.45,M0320,C0019,payment,DE,D1345,192.168.191.4,entertainment,8,0
T0001108,2019-06-14 12:37:00,294.03,M0007,C0088,payment,JP,D2602,192.168.221.15,travel,12,0
T0001109,2015-08-15 06:23:00,504.75,M0170,C0932,withdrawal,DE,D2680,192.168.103.45,travel,6,0
T0001110,2017-04-27 11:28:00,354.91,M0027,C0648,transfer,IT,D1832,192.168.40.180,restaurant,11,0
T0001111,2022-07-15 17:06:00,508.52,M0354,C0105,transfer,UK,D2373,192.168.192.209,retail,17,0
T0001112,2019-07-24 13:14:00,38.61,M0189,C0075,transfer,JP,D2999,192.168.12.213,restaurant,13,0
T0001113,2015-04-07 17:27:00,119.41,M0282,C0442,payment,UK,D1720,192.168.17.202,entertainment,17,0
T0001114,2019-06-26 14:56:00,71.22,M0026,C0762,transfer,JP,D2765,192.168.176.71,restaurant,14,0
T0001115,2022-05-17 18:01:00,328.53,M0129,C0487,payment,JP,D0965,192.168.244.228,retail,18,0
T0001116,2018-03-08 21:04:00,28.26,M0103,C0595,payment,US,D0098,192.168.190.19,entertainment,21,0
T0001117,2020-09-17 21:11:00,62.22,M0377,C0044,payment,DE,D1386,192.168.160.202,travel,21,0
T0001118,2018-03-10 23:56:00,3.96,M0297,C0658,deposit,FR,D0614,192.168.53.195,travel,23,0
T0001119,2022-03-12 02:30:00,365.41,M0021,C0914,deposit,DE,D2144,192.168.76.38,travel,2,0
T0001120,2020-06-05 10:04:00,482.57,M0016,C0461,deposit,DE,D0392,192.168.1.58,retail,10,0
T0001121,2017-07-28 14:24:00,33.01,M0085,C0581,transfer,US,D2945,192.168.49.146,technology,14,0
T0001122,2018-12-28 09:25:00,142.03,M0016,C0940,transfer,IT,D0540,192.168.205.144,retail,9,0
T0001123,2019-05-07 11:01:00,276.59,M0123,C0521,deposit,ES,D2304,192.168.179.196,entertainment,11,0
T0001124,2018-04-28 19:53:00,33.68,M0110,C0969,withdrawal,US,D0844,192.168.116.141,travel,19,0
T0001125,2016-08-04 22:17:00,65.16,M0012,C0481,deposit,IT,D2530,192.168.60.87,travel,22,0
T0001126,2023-08-14 13:16:00,141.11,M0103,C0500,deposit,UK,D2697,192.168.188.59,retail,13,0
T0001127,2017-02-25 06:28:00,20.86,M0214,C0557,transfer,IT,D0744,192.168.164.100,entertainment,6,0
T0001128,2015-06-15 18:58:00,155.68,M0225,C0437,payment,UK,D0559,192.168.1.164,retail,18,0
T0001129,2021-03-10 04:22:00,74.57,M0136,C0217,withdrawal,FR,D2666,192.168.41.100,technology,4,0
T0001130,2024-11-17 11:36:00,6.3,M0115,C0069,withdrawal,JP,D1278,192.168.41.88,technology,11,0
T0001131,2021-01-18 11:23:00,409.51,M0485,C0622,payment,FR,D2866,192.168.139.78,retail,11,0
T0001132,2024-10-15 23:31:00,237.38,M0204,C0296,transfer,JP,D2292,192.168.78.114,entertainment,23,0
T0001133,2019-11-14 14:09:00,57.1,M0305,C0625,transfer,DE,D2955,192.168.202.56,travel,14,0
T0001134,2020-02-22 23:26:00,3072.8,M0108,C0254,deposit,CN,D2681,192.168.46.137,technology,23,0
T0001135,2023-06-20 22:38:00,313.28,M0166,C0391,payment,ES,D1811,192.168.248.67,entertainment,22,0
T0001136,2023-09-14 23:56:00,652.76,M0437,C0229,deposit,IT,D0115,192.168.39.158,travel,23,0
T0001137,2022-02-03 04:04:00,643.48,M0411,C0414,deposit,DE,D1625,192.168.114.211,entertainment,4,0
T0001138,2015-09-16 06:53:00,38.37,M0404,C0572,payment,US,D2570,192.168.254.40,travel,6,0
T0001139,2015-03-24 12:22:00,197.81,M0054,C0058,withdrawal,DE,D1525,192.168.77.97,restaurant,12,0
T0001140,2024-09-19 11:29:00,122.38,M0379,C0152,transfer,UK,D1621,192.168.170.32,retail,11,0
T0001141,2019-09-07 09:18:00,584.08,M0283,C0080,deposit,CN,D1791,192.168.77.30,retail,9,0
T0001142,2018-10-23 17:04:00,320.39,M0057,C0335,payment,DE,D1489,192.168.127.153,entertainment,17,0
T0001143,2021-03-12 08:44:00,103.98,M0357,C0814,withdrawal,FR,D0782,192.168.158.158,travel,8,0
T0001144,2015-02-14 14:11:00,137.14,M0143,C0830,deposit,UK,D0006,192.168.88.199,travel,14,0
T0001145,2018-04-27 08:43:00,108.34,M0175,C0913,payment,ES,D1899,192.168.42.31,technology,8,0
T0001146,2020-06-02 21:58:00,87.58,M0078,C0430,deposit,UK,D1806,192.168.148.177,restaurant,21,0
T0001147,2017-10-02 12:43:00,115.4,M0401,C0027,withdrawal,US,D2425,192.168.64.250,retail,12,0
T0001148,2019-01-25 19:51:00,243.31,M0214,C0760,payment,ES,D1193,192.168.2.7,technology,19,0
T0001149,2017-11-21 11:29:00,321.06,M0456,C0048,transfer,IT,D2539,192.168.35.137,technology,11,0
T0001150,2016-11-16 03:06:00,45.71,M0085,C0130,deposit,UK,D1563,192.168.185.122,entertainment,3,0
T0001151,2024-02-18 22:54:00,239.71,M0499,C0917,transfer,CN,D0450,192.168.150.73,restaurant,22,0
T0001152,2015-02-19 22:11:00,38.18,M0139,C0527,transfer,ES,D1864,192.168.63.199,restaurant,22,0
T0001153,2024-01-27 01:31:00,27.8,M0181,C0485,deposit,UK,D1170,192.168.137.117,travel,1,0
T0001154,2015-08-23 19:16:00,30.25,M0442,C0471,transfer,CN,D2763,192.168.164.197,retail,19,0
T0001155,2016-10-28 20:48:00,40.55,M0452,C0373,withdrawal,JP,D0631,192.168.138.218,technology,20,0
T0001156,2019-05-15 15:31:00,70.5,M0441,C0718,payment,US,D2519,192.168.54.18,entertainment,15,0
T0001157,2021-03-14 19:17:00,344.82,M0158,C0324,deposit,CN,D0888,192.168.107.57,entertainment,19,0
T0001158,2024-04-13 11:24:00,1541.52,M0234,C0862,deposit,IT,D1213,192.168.117.143,restaurant,11,0
T0001159,2016-04-11 19:34:00,539.42,M0265,C0208,deposit,US,D1575,192.168.40.246,retail,19,0
T0001160,2016-11-28 11:27:00,1108.72,M0225,C0407,payment,JP,D2138,192.168.194.176,travel,11,0
T0001161,2023-07-10 15:25:00,0.14,M0260,C0879,transfer,UK,D0772,192.168.24.221,restaurant,15,0
T0001162,2023-07-17 19:05:00,360.39,M0111,C0371,payment,CN,D1632,192.168.175.234,travel,19,0
T0001163,2015-09-01 21:27:00,78.94,M0482,C0993,deposit,JP,D0271,192.168.55.87,technology,21,0
T0001164,2021-08-04 19:28:00,58.0,M0092,C0156,transfer,DE,D1927,192.168.1.29,entertainment,19,0
T0001165,2022-11-17 01:46:00,12.14,M0480,C0674,deposit,IT,D2762,192.168.94.234,technology,1,0
T0001166,2022-02-04 13:25:00,87.44,M0054,C0591,withdrawal,CN,D0593,192.168.61.9,retail,13,0
T0001167,2016-10-07 09:03:00,106.79,M0120,C0651,deposit,IT,D1754,192.168.153.235,retail,9,0
T0001168,2016-12-20 19:22:00,12.73,M0090,C0869,payment,US,D1853,192.168.100.213,technology,19,0
T0001169,2015-07-07 16:39:00,186.97,M0378,C0285,payment,CN,D2601,192.168.70.68,retail,16,0
T0001170,2022-02-14 14:52:00,161.75,M0396,C0630,deposit,UK,D0858,192.168.201.72,travel,14,0
T0001171,2016-07-10 04:26:00,213.64,M0318,C0899,payment,JP,D2291,192.168.79.63,travel,4,0
T0001172,2020-10-04 15:50:00,68.15,M0381,C0863,transfer,IT,D2325,192.168.67.16,technology,15,0
T0001173,2024-07-10 02:12:00,671.64,M0330,C0367,deposit,ES,D2457,192.168.193.241,technology,2,0
T0001174,2019-09-03 18:11:00,101.74,M0230,C0258,payment,IT,D2001,192.168.85.88,restaurant,18,0
T0001175,2022-06-23 14:07:00,348.55,M0493,C0024,transfer,CN,D1091,192.168.43.112,entertainment,14,0
T0001176,2015-07-23 19:53:00,800.46,M0065,C0799,withdrawal,IT,D2816,192.168.66.240,restaurant,19,0
T0001177,2017-11-09 12:32:00,27.83,M0390,C0817,withdrawal,CN,D0502,192.168.205.128,entertainment,12,0
T0001178,2016-10-05 10:09:00,167.14,M0013,C0893,transfer,CN,D2380,192.168.109.45,entertainment,10,0
T0001179,2024-08-07 07:26:00,226.22,M0039,C0628,withdrawal,UK,D1848,192.168.34.96,travel,7,0
T0001180,2023-12-10 13:58:00,19.72,M0163,C0521,deposit,CN,D2165,192.168.62.174,restaurant,13,0
T0001181,2022-02-21 14:48:00,110.7,M0061,C0075,transfer,ES,D2128,192.168.47.205,technology,14,0
T0001182,2019-11-12 11:36:00,416.49,M0015,C0610,transfer,UK,D2857,192.168.137.156,retail,11,0
T0001183,2023-08-21 01:35:00,226.29,M0485,C0011,payment,ES,D1746,192.168.208.48,travel,1,0
T0001184,2015-01-11 20:59:00,593.5,M0276,C0317,transfer,ES,D2158,192.168.158.13,travel,20,0
T0001185,2024-01-23 19:03:00,1232.53,M0066,C0893,deposit,JP,D0418,192.168.243.220,retail,19,0
T0001186,2018-06-02 14:09:00,548.57,M0044,C0849,deposit,IT,D1880,192.168.120.156,technology,14,0
T0001187,2023-09-10 23:25:00,136.21,M0445,C0166,withdrawal,CN,D2839,192.168.154.220,entertainment,23,0
T0001188,2024-07-21 16:02:00,456.75,M0157,C0512,withdrawal,CN,D2462,192.168.76.36,technology,16,0
T0001189,2023-05-18 21:49:00,298.44,M0386,C0529,deposit,FR,D2209,192.168.174.229,entertainment,21,0
T0001190,2024-10-17 15:22:00,271.63,M0253,C0546,deposit,FR,D1257,192.168.33.158,retail,15,0
T0001191,2022-03-15 07:35:00,68.95,M0331,C0513,deposit,FR,D0042,192.168.110.210,technology,7,0
T0001192,2023-12-21 13:22:00,361.56,M0434,C0206,withdrawal,IT,D0332,192.168.98.162,restaurant,13,0
T0001193,2015-11-09 01:51:00,523.23,M0032,C0519,withdrawal,DE,D2357,192.168.46.95,travel,1,0
T0001194,2020-04-03 07:12:00,277.33,M0221,C0480,payment,IT,D1310,192.168.10.216,travel,7,0
T0001195,2018-07-23 17:46:00,151.16,M0300,C0113,transfer,IT,D1864,192.168.159.244,retail,17,0
T0001196,2021-09-14 10:30:00,124.76,M0108,C0687,withdrawal,UK,D1254,192.168.10.219,retail,10,0
T0001197,2024-05-09 21:10:00,8.28,M0344,C0043,withdrawal,DE,D0011,192.168.157.162,restaurant,21,0
T0001198,2015-12-18 11:09:00,234.5,M0001,C0397,withdrawal,FR,D1274,192.168.238.28,retail,11,0
T0001199,2020-09-23 15:52:00,73.43,M0364,C0529,payment,FR,D1779,192.168.5.64,travel,15,0
T0001200,2021-06-26 03:16:00,19.39,M0219,C0294,withdrawal,US,D1223,192.168.118.159,entertainment,3,0
T0001201,2021-08-18 11:43:00,125.28,M0284,C0084,payment,DE,D0398,192.168.247.124,retail,11,0
T0001202,2022-03-20 22:58:00,203.09,M0139,C0645,withdrawal,FR,D1820,192.168.137.239,entertainment,22,0
T0001203,2018-05-09 12:27:00,405.0,M0104,C0742,deposit,FR,D0211,192.168.28.185,travel,12,0
T0001204,2015-10-18 10:58:00,23.12,M0381,C0209,payment,IT,D1493,192.168.73.181,travel,10,0
T0001205,2022-11-08 18:08:00,46.75,M0096,C0890,withdrawal,IT,D1210,192.168.233.195,restaurant,18,0
T0001206,2021-02-14 01:56:00,1489.03,M0109,C0374,deposit,FR,D0417,192.168.45.122,entertainment,1,0
T0001207,2020-08-27 17:43:00,292.34,M0453,C0139,transfer,IT,D0549,192.168.128.154,restaurant,17,0
T0001208,2023-09-01 05:20:00,22.3,M0297,C0814,withdrawal,FR,D1287,192.168.218.85,travel,5,0
T0001209,2017-11-03 14:41:00,316.58,M0393,C0797,deposit,US,D1051,192.168.248.92,entertainment,14,0
T0001210,2018-07-23 20:37:00,545.72,M0469,C0609,transfer,UK,D1559,192.168.184.114,restaurant,20,0
T0001211,2018-05-24 15:56:00,28.63,M0033,C0488,transfer,FR,D2387,192.168.33.195,entertainment,15,0
T0001212,2017-11-26 18:04:00,225.56,M0069,C0808,transfer,UK,D0101,192.168.219.7,retail,18,0
T0001213,2017-01-17 23:33:00,157.86,M0376,C0197,payment,US,D0582,192.168.3.157,entertainment,23,0
T0001214,2019-03-02 23:21:00,673.61,M0332,C0688,transfer,FR,D2746,192.168.0.198,travel,23,0
T0001215,2018-05-19 19:31:00,40.66,M0014,C0310,deposit,UK,D1317,192.168.40.21,travel,19,0
T0001216,2020-02-02 08:15:00,63.82,M0260,C0177,deposit,ES,D0703,192.168.23.174,entertainment,8,0
